63.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
13:47:14.40 (1045398885)|STATEMENT_EXECUTE|[149]
13:47:14.40 (1045454999)|STATEMENT_EXECUTE|[150]
13:47:14.40 (1045475399)|STATEMENT_EXECUTE|[158]
13:47:14.40 (1045485436)|HEAP_ALLOCATE|[149]|Bytes:5
13:47:14.40 (1045499322)|VARIABLE_SCOPE_BEGIN|[149]|singleUser|User|true|false
13:47:14.40 (1046275420)|VARIABLE_ASSIGNMENT|[149]|singleUser|{"User_Email__c":"1standarduser0219202 (22 more) ...","ProfileId":"00e83000000LrWuAAK","LastModifiedDate":"2025-02-19T21:47:14.000Z","Email":"1standarduser0219202 (22 more) ...","LanguageLocaleKey":"en_US","Assignment_Group_Active__c":false,"echosign_dev1__EchoSign_Email_Verified__c":false,"IsExtIndicatorVisible":false,"DigestFrequency":"D","IsProfilePhotoActive":false,"copado__Show_Copado_Tips__c":true,"CommunityNickname":"User1740001633618925 (4 more) ...","CreatedById":"005cr0000007niyAAA","vlocity_cmt__OMplusSyncEnabled__c":false,"EndDay":"23","Cloud_Solutions_Engineer_Name__c":" ","Name__c":"BackOffice Transfr   (14 more) ...","Director_Name__c":" ","SDR_Manager_Name__c":" ","City":"Bengaluru1","StartDay":"6","vlocity_cmt__OMplus_Enabled__c":false,"ProfileName__c":"System Administrator","echosign_dev1__EchoSign_Allow_Delegated_Sending__c":false,"CreatedDate":"2025-02-19T21:47:14.000Z","Country":"United States","LastName":"transferToUser","Id":"005cn000004RJwRAAW","Sr_Sales_Manager_Name__c":" ","Persona__c":"System Admin","UserType":"Standard","Sr_Vice_President_Name__c":" ","Vice_President_Name__c":" ","Manager_Name__c":" ","ReceivesAdminInfoEmails":false,"TimeZoneSidKey":"America/Los_Angeles","IsActive":true,"copado__Hide_Copado_feedback__c":false,"ForecastEnabled":false,"CountryCode":"US","LocaleSidKey":"en_US","copado__API_URL__c":"https://tfbgov--govp (69 more) ...","FirstName":"BackOffice Transfr","Title":"Developer1","EmailEncodingKey":"UTF-8","ReceivesInfoEmails":false,"Solutions_Engineer_Name__c":" ","SystemModstamp":"2025-02-19T21:47:14.000Z","FMOppMgr__Is_MEDDPICC_User__c":false,"FMOppMgr__Read_Only_User__c":false,"IsPortalEnabled":false,"Username":"1testuser02192025134 (18 more) ...","Alias":"stnd1","Exclude_from_Duplication_Match__c":false,"DefaultGroupNotificationFrequency":"N","Is_LOA__c":false,"FMOppMgr__Is_CoM_User__c":false,"LastModifiedById":"005cr0000007niyAAA"}|0x6f62bbf9
13:47:14.40 (1046291565)|STATEMENT_EXECUTE|[149]
13:47:14.40 (1046314637)|STATEMENT_EXECUTE|[150]
13:47:14.40 (1046325925)|STATEMENT_EXECUTE|[158]
13:47:14.40 (1046335022)|HEAP_ALLOCATE|[149]|Bytes:5
13:47:14.40 (1046352150)|VARIABLE_ASSIGNMENT|[149]|singleUser|null|
13:47:14.40 (1046374576)|STATEMENT_EXECUTE|[163]
13:47:14.40 (1046386195)|STATEMENT_EXECUTE|[168]
13:47:14.40 (1046388484)|STATEMENT_EXECUTE|[315]
13:47:14.40 (1046396026)|METHOD_ENTRY|[315]|01p83000000AArq|TfBLogger.saveLog()
13:47:14.40 (1046410531)|STATEMENT_EXECUTE|[560]
13:47:14.40 (1046411545)|STATEMENT_EXECUTE|[562]
13:47:14.40 (1046416646)|METHOD_ENTRY|[562]|01p83000000A3Gx|Logger.saveLog()
13:47:14.40 (1046425300)|HEAP_ALLOCATE|[3150]|Bytes:5
13:47:14.40 (1046428685)|STATEMENT_EXECUTE|[3149]
13:47:14.40 (1046429782)|STATEMENT_EXECUTE|[3150]
13:47:14.40 (1046436080)|HEAP_ALLOCATE|[81]|Bytes:5
13:47:14.40 (1046438330)|STATEMENT_EXECUTE|[80]
13:47:14.40 (1046441513)|STATEMENT_EXECUTE|[81]
13:47:14.40 (1046442581)|STATEMENT_EXECUTE|[84]
13:47:14.40 (1046450640)|METHOD_ENTRY|[3150]|01p83000000A3Gx|Logger.saveLog(String)
13:47:14.40 (1046454921)|VARIABLE_SCOPE_BEGIN|[3169]|saveMethodName|String|false|false
13:47:14.40 (1046462014)|VARIABLE_ASSIGNMENT|[3169]|saveMethodName|"EVENT_BUS"
13:47:14.40 (1046467165)|HEAP_ALLOCATE|[3170]|Bytes:5
13:47:14.40 (1046469457)|STATEMENT_EXECUTE|[3169]
13:47:14.40 (1046470625)|STATEMENT_EXECUTE|[3170]
13:47:14.40 (1046476957)|HEAP_ALLOCATE|[3170]|Bytes:4
13:47:14.40 (1046489085)|VARIABLE_ASSIGNMENT|[3170]|Logger.saveLogCallCount|2
13:47:14.40 (1046491552)|STATEMENT_EXECUTE|[3171]
13:47:14.40 (1046534928)|VARIABLE_ASSIGNMENT|[3171]|Logger.lastSaveMethodNameUsed|"EVENT_BUS"
13:47:14.40 (1046549500)|STATEMENT_EXECUTE|[3172]
13:47:14.40 (1046550573)|STATEMENT_EXECUTE|[3173]
13:47:14.40 (1046554492)|METHOD_EXIT|[3150]|01p83000000A3Gx|Logger.saveLog(String)
13:47:14.40 (1046559008)|METHOD_EXIT|[562]|01p83000000A3Gx|Logger.saveLog()
13:47:14.40 (1046584421)|METHOD_EXIT|[315]|01p83000000AArq|TfBLogger.saveLog()
13:47:14.40 (1046592328)|METHOD_EXIT|[27]|01pcr0000000Izp|UserServices.assignUserPermissions(List<User>, Map<Id,User>, String)
13:47:14.40 (1046598391)|METHOD_EXIT|[101]|01pcr0000000Izr|UserTriggerHandler.afterInsert()
13:47:14.40 (1046605387)|METHOD_EXIT|[77]|01p830000009tY1|TriggerFactory.execute(ITriggerHandler)
13:47:14.40 (1046611496)|METHOD_EXIT|[65]|01p830000009tY1|TriggerFactory.createAndExecuteHandler(System.Type)
13:47:14.40 (1046621010)|HEAP_ALLOCATE|[61]|Bytes:5
13:47:14.40 (1046629132)|VARIABLE_ASSIGNMENT|[61]|handler|null|
13:47:14.40 (1046638090)|SYSTEM_MODE_EXIT|false
13:47:14.40 (1046650661)|METHOD_EXIT|[8]|01p830000009tY1|TriggerFactory.run(Schema.SObjectType)
13:47:14.46 (1046663466)|CUMULATIVE_LIMIT_USAGE
13:47:14.46 (1046663466)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 26 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 2 out of 10000
  Maximum CPU time: 141 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

13:47:14.46 (1046663466)|CUMULATIVE_LIMIT_USAGE_END

13:47:14.40 (1046813759)|CODE_UNIT_FINISHED|UserTrigger on User trigger event AfterInsert|__sfdc_trigger/UserTrigger
13:47:14.40 (1050092600)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:User
13:47:14.40 (1050110971)|CODE_UNIT_FINISHED|Flow:User
13:47:14.40 (1050156234)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:User
13:47:14.40 (1050311506)|CODE_UNIT_FINISHED|Flow:User
13:47:14.40 (1053462937)|DML_END|[32]
13:47:14.40 (1053655961)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:14.40 (1053674866)|STATEMENT_EXECUTE|[33]
13:47:14.40 (1053679961)|HEAP_ALLOCATE|[33]|Bytes:16
13:47:14.40 (1053687541)|VARIABLE_SCOPE_BEGIN|[33]|boPSG|String|false|false
13:47:14.40 (1053700623)|VARIABLE_ASSIGNMENT|[33]|boPSG|"System_Admin_PSG"
13:47:14.40 (1053703333)|STATEMENT_EXECUTE|[34]
13:47:14.40 (1053713106)|HEAP_ALLOCATE|[34]|Bytes:4
13:47:14.40 (1053743008)|VARIABLE_SCOPE_BEGIN|[34]|bOUserId|List<Id>|true|false
13:47:14.40 (1053757878)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1053766882)|VARIABLE_ASSIGNMENT|[34]|bOUserId|[]|0x2da6bbe2
13:47:14.40 (1053770068)|STATEMENT_EXECUTE|[35]
13:47:14.40 (1053784078)|HEAP_ALLOCATE|[35]|Bytes:60
13:47:14.40 (1053903026)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1053910077)|STATEMENT_EXECUTE|[36]
13:47:14.40 (1053914997)|HEAP_ALLOCATE|[36]|Bytes:60
13:47:14.40 (1053929002)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1053932974)|STATEMENT_EXECUTE|[37]
13:47:14.40 (1053947317)|METHOD_ENTRY|[37]|01p830000009tWU|TestDataFactoryClass.assignePStoUser(List<Id>, String)
13:47:14.40 (1054003518)|VARIABLE_SCOPE_BEGIN|[858]|usersIdList|List<Id>|true|false
13:47:14.40 (1054020434)|VARIABLE_ASSIGNMENT|[858]|usersIdList|["005cn000004RJwQAAW","005cn000004RJwRAAW"]|0x2da6bbe2
13:47:14.40 (1054024377)|VARIABLE_SCOPE_BEGIN|[858]|permissionSetgroupName|String|false|false
13:47:14.40 (1054029658)|VARIABLE_ASSIGNMENT|[858]|permissionSetgroupName|"System_Admin_PSG"
13:47:14.40 (1054058493)|STATEMENT_EXECUTE|[858]
13:47:14.40 (1054062071)|STATEMENT_EXECUTE|[859]
13:47:14.40 (1054063263)|STATEMENT_EXECUTE|[860]
13:47:14.40 (1054152658)|HEAP_ALLOCATE|[860]|Bytes:4
13:47:14.40 (1054202438)|VARIABLE_SCOPE_BEGIN|[860]|licenseAssignList|List<UserPackageLicense>|true|false
13:47:14.40 (1054208313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1054213569)|VARIABLE_ASSIGNMENT|[860]|licenseAssignList|[]|0x54931f4b
13:47:14.40 (1054222211)|STATEMENT_EXECUTE|[861]
13:47:14.40 (1054252037)|HEAP_ALLOCATE|[861]|Bytes:4
13:47:14.40 (1054271760)|VARIABLE_SCOPE_BEGIN|[861]|psAssignmentlist|List<PermissionSetAssignment>|true|false
13:47:14.40 (1054276377)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1054280069)|VARIABLE_ASSIGNMENT|[861]|psAssignmentlist|[]|0x34d0aad0
13:47:14.40 (1054283254)|STATEMENT_EXECUTE|[862]
13:47:14.40 (1054285795)|HEAP_ALLOCATE|[862]|Bytes:67
13:47:14.40 (1054294693)|HEAP_ALLOCATE|[862]|Bytes:4
13:47:14.40 (1054766103)|SOQL_EXECUTE_BEGIN|[862]|Aggregations:0|SELECT Id FROM PackageLicense WHERE NamespacePrefix = 'vlocity_cmt'
13:47:14.40 (1057532800)|SOQL_EXECUTE_END|[862]|Rows:1
13:47:14.40 (1057562622)|HEAP_ALLOCATE|[862]|Bytes:8
13:47:14.40 (1057587111)|HEAP_ALLOCATE|[862]|Bytes:29
13:47:14.40 (1057644062)|HEAP_ALLOCATE|[862]|Bytes:8
13:47:14.40 (1057656416)|HEAP_ALLOCATE|[862]|Bytes:40
13:47:14.40 (1057698350)|HEAP_ALLOCATE|[862]|Bytes:8
13:47:14.40 (1057703784)|VARIABLE_SCOPE_BEGIN|[862]|pl1|PackageLicense|true|false
13:47:14.40 (1057721504)|VARIABLE_ASSIGNMENT|[862]|pl1|{"Id":"05083000000CaoyAAC"}|0x245e791f
13:47:14.40 (1057725939)|STATEMENT_EXECUTE|[863]
13:47:14.40 (1057728017)|HEAP_ALLOCATE|[863]|Bytes:106
13:47:14.40 (1057737216)|HEAP_ALLOCATE|[863]|Bytes:4
13:47:14.40 (1057743056)|HEAP_ALLOCATE|[863]|Bytes:7
13:47:14.40 (1059922731)|SOQL_EXECUTE_BEGIN|[863]|Aggregations:0|SELECT PermissionSet.id FROM PermissionSetGroupComponent WHERE PermissionSetGroup.DeveloperName = :tmpVar1
13:47:14.40 (1125655977)|SOQL_EXECUTE_END|[863]|Rows:33
13:47:14.40 (1125698089)|HEAP_ALLOCATE|[863]|Bytes:136
13:47:14.40 (1125818638)|HEAP_ALLOCATE|[863]|Bytes:5049
13:47:14.40 (1125917115)|HEAP_ALLOCATE|[863]|Bytes:136
13:47:14.40 (1125940331)|VARIABLE_SCOPE_BEGIN|[863]|permissionSetGroupComponentList|List<PermissionSetGroupComponent>|true|false
13:47:14.40 (1125963560)|VARIABLE_ASSIGNMENT|[863]|permissionSetGroupComponentList|"List of size 33 too large to display"|0x7f31d8e0
13:47:14.40 (1126058356)|HEAP_ALLOCATE|[868]|Bytes:5
13:47:14.40 (1126076492)|HEAP_ALLOCATE|[868]|Bytes:18
13:47:14.40 (1126121670)|HEAP_ALLOCATE|[868]|Bytes:4
13:47:14.40 (1126125674)|VARIABLE_SCOPE_BEGIN|[868]|userid|Id|false|false
13:47:14.40 (1126171777)|VARIABLE_ASSIGNMENT|[868]|userid|"005cn000004RJwQAAW"
13:47:14.40 (1126177526)|STATEMENT_EXECUTE|[868]
13:47:14.40 (1126178785)|STATEMENT_EXECUTE|[869]
13:47:14.40 (1126206071)|HEAP_ALLOCATE|[869]|Bytes:4
13:47:14.40 (1126415224)|VARIABLE_ASSIGNMENT|[869]|this.UserId|"005cn000004RJwQAAW"|0x1b8a3207
13:47:14.40 (1126469083)|VARIABLE_ASSIGNMENT|[869]|this.PackageLicenseId|"05083000000CaoyAAC"|0x1b8a3207
13:47:14.40 (1126533494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1126738591)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1126774611)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1126783961)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1126804445)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UIiGAM","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnVGAU","PermissionSet":{"Id":"0PS830000000UIiGAM"}}|0x517dd3d7
13:47:14.40 (1126809603)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1126913830)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1126914976)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1126928042)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127093849)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UIiGAM"|0x72dcfb21
13:47:14.40 (1127121938)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x72dcfb21
13:47:14.40 (1127135964)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127148326)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UIiGAM","AssigneeId":"005cn000004RJwQAAW"}|0x72dcfb21
13:47:14.40 (1127152107)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127179055)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127191068)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127198519)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127202449)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127212940)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UMIGA2","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnWGAU","PermissionSet":{"Id":"0PS830000000UMIGA2"}}|0x14e13627
13:47:14.40 (1127216897)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127227335)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127228347)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127233635)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127253710)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UMIGA2"|0x3906bcc4
13:47:14.40 (1127267249)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x3906bcc4
13:47:14.40 (1127273928)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127281956)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UMIGA2","AssigneeId":"005cn000004RJwQAAW"}|0x3906bcc4
13:47:14.40 (1127285232)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127291046)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127298376)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127303689)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127306761)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127315797)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UMWGA2","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnXGAU","PermissionSet":{"Id":"0PS830000000UMWGA2"}}|0x691aa981
13:47:14.40 (1127319435)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127325752)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127326697)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127330134)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127345564)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UMWGA2"|0x50404d03
13:47:14.40 (1127357855)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x50404d03
13:47:14.40 (1127362998)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127370579)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UMWGA2","AssigneeId":"005cn000004RJwQAAW"}|0x50404d03
13:47:14.40 (1127373686)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127378013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127385156)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127390080)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127392934)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127401677)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UMvGAM","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnYGAU","PermissionSet":{"Id":"0PS830000000UMvGAM"}}|0x6e33ceef
13:47:14.40 (1127405195)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127410760)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127411735)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127414944)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127429393)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UMvGAM"|0x61a0997e
13:47:14.40 (1127441401)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x61a0997e
13:47:14.40 (1127446134)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127453054)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UMvGAM","AssigneeId":"005cn000004RJwQAAW"}|0x61a0997e
13:47:14.40 (1127456072)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127460265)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127466731)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127471717)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127474502)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127490803)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UMTGA2","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnZGAU","PermissionSet":{"Id":"0PS830000000UMTGA2"}}|0x51ef5b95
13:47:14.40 (1127494170)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127500881)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127501805)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127505180)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127522438)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UMTGA2"|0x2dbbf52f
13:47:14.40 (1127534480)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x2dbbf52f
13:47:14.40 (1127539160)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127546259)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UMTGA2","AssigneeId":"005cn000004RJwQAAW"}|0x2dbbf52f
13:47:14.40 (1127549365)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127553705)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127560251)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127565195)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127568040)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127576725)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UIAGA2","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnaGAE","PermissionSet":{"Id":"0PS830000000UIAGA2"}}|0x4c221f81
13:47:14.40 (1127580184)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127586184)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127587166)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127590299)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127605175)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UIAGA2"|0x42b76ee7
13:47:14.40 (1127617190)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x42b76ee7
13:47:14.40 (1127622185)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127629250)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UIAGA2","AssigneeId":"005cn000004RJwQAAW"}|0x42b76ee7
13:47:14.40 (1127632525)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127636509)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127643343)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127648456)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127651386)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127659744)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS8300000009STGAY","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QnbGAE","PermissionSet":{"Id":"0PS8300000009STGAY"}}|0x7048e125
13:47:14.40 (1127663003)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127668419)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127669378)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127677857)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127696734)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS8300000009STGAY"|0x43590daa
13:47:14.40 (1127708768)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x43590daa
13:47:14.40 (1127714197)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127721066)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS8300000009STGAY","AssigneeId":"005cn000004RJwQAAW"}|0x43590daa
13:47:14.40 (1127724112)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127728291)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127734775)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127739664)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127742406)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127751298)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UIeGAM","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QncGAE","PermissionSet":{"Id":"0PS830000000UIeGAM"}}|0x7c1d75
13:47:14.40 (1127754746)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127760434)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127761374)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127764725)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127779331)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UIeGAM"|0x56752f4e
13:47:14.40 (1127791393)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x56752f4e
13:47:14.40 (1127796500)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127803204)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UIeGAM","AssigneeId":"005cn000004RJwQAAW"}|0x56752f4e
13:47:14.40 (1127806251)|STATEMENT_EXECUTE|[873]
13:47:14.40 (1127810385)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:14.40 (1127816871)|HEAP_ALLOCATE|[870]|Bytes:5
13:47:14.40 (1127821706)|HEAP_ALLOCATE|[870]|Bytes:20
13:47:14.40 (1127824505)|VARIABLE_SCOPE_BEGIN|[870]|psRec|PermissionSetGroupComponent|true|false
13:47:14.40 (1127832498)|VARIABLE_ASSIGNMENT|[870]|psRec|{"PermissionSetId":"0PS830000000UJRGA2","PermissionSetGroupId":"0PG8300000006M0GAI","Id":"0PM830000000QndGAE","PermissionSet":{"Id":"0PS830000000UJRGA2"}}|0x2be4dd1c
13:47:14.40 (1127835862)|STATEMENT_EXECUTE|[870]
13:47:14.40 (1127841693)|STATEMENT_EXECUTE|[871]
13:47:14.40 (1127842745)|STATEMENT_EXECUTE|[872]
13:47:14.40 (1127846016)|HEAP_ALLOCATE|[872]|Bytes:4
13:47:14.40 (1127860715)|VARIABLE_ASSIGNMENT|[872]|this.PermissionSetId|"0PS830000000UJRGA2"|0x20af2d56
13:47:14.40 (1127872846)|VARIABLE_ASSIGNMENT|[872]|this.AssigneeId|"005cn000004RJwQAAW"|0x20af2d56
13:47:14.40 (1127877981)|VARIABLE_SCOPE_BEGIN|[872]|psa|PermissionSetAssignment|true|false
13:47:14.40 (1127884863)|VARIABLE_ASSIGNMENT|[872]|psa|{"PermissionSetId":"0PS830000000UJRGA2","AssigneeId":"005cn000004RJwQAAW"}|0x20af2d56
13:47:14.40 (1127888287)|STATEMENT_EXECUTE|[873]
